title,slug,excerpt,author,category,read_time,status,content,thumbnail_url,thumbnail_alt
"Whole-wheat orzo with roasted vegetables [Video Guide]","whole-wheat-orzo-with-roasted-vegetables-video-guide-866","This lemony dish combines a small amount of whole-wheat orzo with a sheet pan full of roasted zucchini, bell peppers and Portobello mushrooms.","FXMed Team","General Wellness","5 min read","draft","","",""
"Whole-wheat pumpkin pancakes [Video Guide]","whole-wheat-pumpkin-pancakes-video-guide-867","Your next brunch or sleepover party calls for healthy, hearty whole-wheat pumpkin pancakes.","FXMed Team","Mental Health & Stress","5 min read","draft","","",""
"Turkey burgers, 3 ways [Video Guide]","turkey-burgers-3-ways-video-guide-868","See three ways to make tasty turkey burgers in less than 15 minutes.","FXMed Team","General Wellness","5 min read","draft","","",""
"How to roast any vegetable [Video Guide]","how-to-roast-any-vegetable-video-guide-869","See how to roast any vegetable -; from butternut squash to beets to green beans.","FXMed Team","General Wellness","5 min read","draft","","",""
"Cook once, eat twice! [Video Guide]","cook-once-eat-twice-video-guide-870","Make a big batch of homemade marinara sauce, and use it for two 30-minute dinners this week.","FXMed Team","General Wellness","5 min read","draft","","",""
"Cook with citrus [Video Guide]","cook-with-citrus-video-guide-871","Citrus adds bright, fresh flavor to your cooking, with few calories or fat.","FXMed Team","General Wellness","5 min read","draft","","",""
"Snack smarter with homemade hummus [Video Guide]","snack-smarter-with-homemade-hummus-video-guide-872","See how to whiz together two quick homemade hummus recipes.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Craving fried food? bake instead! [Video Guide]","craving-fried-food-bake-instead-video-guide-873","Lighten up your favorite fried foods by using your oven instead of your frying pan.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Quick quesadillas: an easy dinner solution [Video Guide]","quick-quesadillas-an-easy-dinner-solution-video-guide-874","See how to make quick quesadillas with items you already have in your fridge and pantry.","FXMed Team","General Wellness","5 min read","draft","","",""
"2 homemade salad dressings to know by heart [Video Guide]","2-homemade-salad-dressings-to-know-by-heart-video-guide-875","Memorize this easy homemade citrus vinaigrette and creamy ranch dressing.","FXMed Team","Heart Health","5 min read","draft","","",""
"6 ways to cook with fresh herbs [Video Guide]","6-ways-to-cook-with-fresh-herbs-video-guide-876","From thyme to basil, see how to cook with six common fresh herbs.","FXMed Team","General Wellness","5 min read","draft","","",""
"This week's menu: 2 dinners with roasted peppers [Video Guide]","this-weeks-menu-2-dinners-with-roasted-peppers-video-guide-877","Roast red bell peppers, and turn them into two quick weeknight meals.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"How to cook fresh vegetables your family will fight over [Video Guide]","how-to-cook-fresh-vegetables-your-family-will-fight-over-video-guide-878","It only takes a few extra minutes to perk up plain veggies.","FXMed Team","General Wellness","5 min read","draft","","",""
"Video: how to make soup without a: A Healthy Recipe","video-how-to-make-soup-without-a-a-healthy-recipe-879","It's easy to improvise a soup supper, with ingredients that you have on hand.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"How to eat quinoa for breakfast, lunch and dinner [Video Guide]","how-to-eat-quinoa-for-breakfast-lunch-and-dinner-video-guide-880","How can you use up that bag of quinoa in your cupboard? Try 6-grain hot cereal, quinoa cakes or stuffed acorn squash.","FXMed Team","General Wellness","5 min read","draft","","",""
"Shrimp can save your weeknight dinners [Video Guide]","shrimp-can-save-your-weeknight-dinners-video-guide-881","Try two tasty ways to prepare shrimp in less than 40 minutes.","FXMed Team","General Wellness","5 min read","draft","","",""
"5 reasons to plan for leftover chicken [Video Guide]","5-reasons-to-plan-for-leftover-chicken-video-guide-882","Turn leftover cooked chicken into quick weeknight meals -; including quesadillas and barbecue chicken pizza.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"5 weekend tasks for healthy eating all week [Video Guide]","5-weekend-tasks-for-healthy-eating-all-week-video-guide-883","Get a jumpstart on healthy weekday meals with five easy weekend prep tasks.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Cakes for dinner [Video Guide]","cakes-for-dinner-video-guide-884","Savory cakes are a delicious dinner option. Make them healthy by baking.","FXMed Team","General Wellness","5 min read","draft","","",""
"Make-ahead pancakes for busy school mornings [Video Guide]","make-ahead-pancakes-for-busy-school-mornings-video-guide-885","Need a quick breakfast for school mornings? Hearty, make-ahead pancakes are the solution.","FXMed Team","Heart Health","5 min read","draft","","",""
"Upgrade classic potato dishes with cauliflower [Video Guide]","upgrade-classic-potato-dishes-with-cauliflower-video-guide-886","Slip cauliflower into classic potato dishes to boost nutrients, while lowering calories and carbs.","FXMed Team","General Wellness","5 min read","draft","","",""
"Stock your freezer with homemade meatballs [Video Guide]","stock-your-freezer-with-homemade-meatballs-video-guide-887","Meatballs are a quick, make-ahead option for turning ground chicken or lean beef into dinner.","FXMed Team","General Wellness","5 min read","draft","","",""
"5 easy make-ahead breakfasts for weekday mornings [Video Guide]","5-easy-make-ahead-breakfasts-for-weekday-mornings-video-guide-888","Plan ahead, so you can wake up to a tasty, ready-made breakfast.","FXMed Team","General Wellness","5 min read","draft","","",""
"5 meals you can freeze [Video Guide]","5-meals-you-can-freeze-video-guide-889","Double these recipes, so you can eat half now and freeze half for later.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"3 healthy ways to cook with nuts [Video Guide]","3-healthy-ways-to-cook-with-nuts-video-guide-890","These nutritional powerhouses add crunch and quality protein to your cooking.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"6 ways to sneak whole grains into your diet [Video Guide]","6-ways-to-sneak-whole-grains-into-your-diet-video-guide-891","How can you get more whole grains in your diet? Follow these six simple strategies.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"7 steps for a successful stir-fry [Video Guide]","7-steps-for-a-successful-stir-fry-video-guide-892","See how to clean out your fridge with a quick, healthy stir-fry.","FXMed Team","General Wellness","5 min read","draft","","",""
"How to fuel your body for everyday performance [Video Guide]","how-to-fuel-your-body-for-everyday-performance-video-guide-893","Watch and understand what Mayo experts recommend for daily nutrition that leaves your body prepped for high performance whenever you fit in your workout.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Hydration tips every athlete needs to know [Video Guide]","hydration-tips-every-athlete-needs-to-know-video-guide-894","Dehydration can take a toll on your workout. Watch and discover how to stay pumped, not parched, from start to finish.","FXMed Team","Exercise & Fitness","5 min read","draft","","",""
"6 ways to check your running technique [Video Guide]","6-ways-to-check-your-running-technique-video-guide-895","Small changes can make all the difference when you run. Discover from the pros how to improve your time, boost your energy and prevent injury.","FXMed Team","General Wellness","5 min read","draft","","",""
"Your guide to fuel prep for an endurance race [Video Guide]","your-guide-to-fuel-prep-for-an-endurance-race-video-guide-896","What you eat and drink has a major impact on how you feel during endurance events. See how to maximize your performance starting in the kitchen.","FXMed Team","General Wellness","5 min read","draft","","",""
"What every athlete should know about carbs and performance [Video Guide]","what-every-athlete-should-know-about-carbs-and-performance-video-guide-897","When it comes to fueling your body for your sport, the right carbs can be an ideal energizer. See how to use them to power your toughest workouts.","FXMed Team","Exercise & Fitness","5 min read","draft","","",""
"11 ways to outwit the most common running injuries [Video Guide]","11-ways-to-outwit-the-most-common-running-injuries-video-guide-898","As many as half of all runners get injured every year. Watch to see what steps you can take to stay strong and pain-free mile after mile.","FXMed Team","Pain Management","5 min read","draft","","",""
"How to recover from a tough training workout [Video Guide]","how-to-recover-from-a-tough-training-workout-video-guide-899","Good workout? See how what you do after your cool down can assist you with to maximize benefits, recover fast and stay motivated for your next session.","FXMed Team","Exercise & Fitness","5 min read","draft","","",""
"Recovery tips for injured athletes [Video Guide]","recovery-tips-for-injured-athletes-video-guide-900","Got a sports injury? Watch how the right approach can get you back in the game feeling refreshed and stronger than ever.","FXMed Team","General Wellness","5 min read","draft","","",""
"10 ways an athlete's body changes with age [Video Guide]","10-ways-an-athletes-body-changes-with-age-video-guide-901","Even the fittest bodies change with age -; and not just in the ways you think. See how your age affects your thirst, the length of your steps and more.","FXMed Team","General Wellness","5 min read","draft","","",""
"6 ways to stay active without injury as you age [Video Guide]","6-ways-to-stay-active-without-injury-as-you-age-video-guide-902","Feeling a bit creakier since your last birthday? Watch to see how you can personalize your fitness training routine to steer clear of injuries as you age.","FXMed Team","Exercise & Fitness","5 min read","draft","","",""
"How plant-based power foods help fight cancer [Video Guide]","how-plant-based-power-foods-help-fight-cancer-video-guide-903","See how 8 powerful and common foods encourage health and healing.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"1-minute meditations for living with cancer [Video Guide]","1-minute-meditations-for-living-with-cancer-video-guide-904","See how meditation can be a powerful tool for your physical and mental health. Plus: 7 quick and easy mindfulness methods you can try today.","FXMed Team","Mental Health & Stress","5 min read","draft","","",""
"9 ways to manage your cancer fatigue [Video Guide]","9-ways-to-manage-your-cancer-fatigue-video-guide-905","It's important to stay active during treatment, even when you don't feel like it. See 9 tactics you can try today to keep your energy high.","FXMed Team","Chronic Conditions","5 min read","draft","","",""
"Tips for taming cancer stress [Video Guide]","tips-for-taming-cancer-stress-video-guide-906","See how 10 simple strategies can help manage cancer-related stress.","FXMed Team","Mental Health & Stress","5 min read","draft","","",""
"10 ways to accept help when you have cancer [Video Guide]","10-ways-to-accept-help-when-you-have-cancer-video-guide-907","People want to help when a loved one has cancer. Discover simple strategies for welcoming their assistance, whether it's delivering a meal or doing laundry.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"9 tips for staying active during cancer treatment [Video Guide]","9-tips-for-staying-active-during-cancer-treatment-video-guide-908","See simple strategies to assist you with keep moving during cancer treatment. (Bonus: Boosting your activity also boosts your immunity and fights fatigue.)","FXMed Team","Chronic Conditions","5 min read","draft","","",""
